"Les Rezéens et le bruit du trafic aérien"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Détails de la soumission"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Séquentiel"|"SID"|"Heure de soumission"|"Heure de complétion"|"Heure de modification"|"Brouillon"|"Adresse IP"|"UID"|"Nom d'utilisateur"|"1/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"2/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, durant la nuit ou lorsque vous souhaitez dormir, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"3/ Êtes-vous... "|"4/ Quelle est votre tranche d'âge ?"|"5/ En ce qui concerne le bruit en général, estimez-vous que par rapport aux personnes de votre entourage, vous êtes..."|"6/ Dans quel quartier habitez-vous ?"|"7/ Êtes-vous situés ""oui"" ou ""non"" dans la zone III du Plan de Gêne Sonore ? "|" Souhaitez-vous nous faire part de vos commentaires sur cette enquête ou plus généralement sur le bruit des avions ?"
"279"|"22281937"|"10/06/2024 - 12:14"|"10/06/2024 - 12:14"|"10/06/2024 - 12:14"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Château"|"Oui"|""
"280"|"22281995"|"10/06/2024 - 12:16"|"10/06/2024 - 12:16"|"10/06/2024 - 12:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"La zone de décollage semble avoir changé depuis un peu plus d’un an. 
Pour en avoir discuté avec d’autres riverains il apparaît qu’effectivement la zone de décollage s’est élargie à nos quartiers alors que les avions passaient plus loin auparavant. D’autre part il me semblait que des horaires avaient été mis en place le matin et le soir pour limiter les nuisances. Nous avons régulièrement dès décollage avant 6h30 et après 22h30 "
"281"|"22282006"|"10/06/2024 - 12:16"|"10/06/2024 - 12:16"|"10/06/2024 - 12:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|"Nous habitons notre quartier depuis 16 ans. Nous avons ensuite fait construire car nous nous y plaisons bien. Mais depuis 2 ans, les avions ont nettement déplacé leur phase de décollage et nous sommes depuis extrêmement impactés surtout par les vols de 6h00 à 7h30, quasi continus, qui nous réveillent…"
"282"|"22282205"|"10/06/2024 - 12:25"|"10/06/2024 - 12:25"|"10/06/2024 - 12:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"25-39"|"beaucoup plus sensible"|"Pont-Rousseau"|"Non"|""
"283"|"22282378"|"10/06/2024 - 12:31"|"10/06/2024 - 12:31"|"10/06/2024 - 12:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"25-39"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|"Bruit du décollage d'avion extrêmement fort et qui me réveille le matin. 
Très désagréable lorsque l'on est en extérieur en journée "
"284"|"22282428"|"10/06/2024 - 12:33"|"10/06/2024 - 12:33"|"10/06/2024 - 12:33"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|"C'est de plus en plus insupportable. Il y a un avion toutes les 3 min "
"285"|"22282518"|"10/06/2024 - 12:37"|"10/06/2024 - 12:37"|"10/06/2024 - 12:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"beaucoup plus sensible"|"Ragon"|"Non"|"On s'habitue à tout malheureusement!
Le dernier du soir et le premier du matin me donnent l'heure! "
"286"|"22282603"|"10/06/2024 - 12:40"|"10/06/2024 - 12:40"|"10/06/2024 - 12:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"287"|"22282613"|"10/06/2024 - 12:41"|"10/06/2024 - 12:41"|"10/06/2024 - 12:41"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Depuis deux ans les avions passent au dessus de chez moi alors que ce n est pas un couloir de vol "
"288"|"22282629"|"10/06/2024 - 12:42"|"10/06/2024 - 12:42"|"10/06/2024 - 12:42"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Rezé-Hôtel de ville"|""|"Le bruit pour ma part est plus embêtant au premier décollage du matin"
"289"|"22282638"|"10/06/2024 - 12:42"|"10/06/2024 - 12:42"|"10/06/2024 - 12:42"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"beaucoup plus sensible"|"La Houssais"|"Non"|"il y a de plus en plus de trafic, les avions volent tres bas, l'été nous n'entendons pas la télé lorsque les fenêtres sont ouvertes, lorsque nous mangeons dehors nous devons stopper la conversation car on ne s'entend pas, les murs des maisons noircissent.
je ne suis pas concernée par la zone III alors des rues a proximité y sont.
il faudrait stopper le trafic aérien entre 7h et 23h.
cela devient insupportable"
"290"|"22282665"|"10/06/2024 - 12:43"|"10/06/2024 - 12:43"|"10/06/2024 - 12:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"La Blordière"|"Oui"|""
"291"|"22282740"|"10/06/2024 - 12:47"|"10/06/2024 - 12:47"|"10/06/2024 - 12:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"La Houssais"|"Oui"|""
"292"|"22282832"|"10/06/2024 - 12:51"|"10/06/2024 - 12:51"|"10/06/2024 - 12:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"un peu moins sensible"|"Rezé-Hôtel de ville"|"Non"|"La zone pourrait être élargie car très proche et les nuisances sont bien là "
"293"|"22282890"|"10/06/2024 - 12:54"|"10/06/2024 - 12:54"|"10/06/2024 - 12:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Autre"|"Oui"|""
"294"|"22282959"|"10/06/2024 - 12:58"|"10/06/2024 - 12:58"|"10/06/2024 - 12:58"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"55-64"|"un peu plus sensible"|"Pont-Rousseau"|"Oui"|"Surtout gênant en été "
"295"|"22283024"|"10/06/2024 - 13:01"|"10/06/2024 - 13:01"|"10/06/2024 - 13:01"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"40-54"|"beaucoup plus sensible"|"La Blordière"|"Non"|""
"296"|"22283076"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"un homme"|"25-39"|"un peu plus sensible"|"Ragon"|"Oui"|""
"297"|"22283085"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"298"|"22283094"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"10/06/2024 - 13:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"65-79"|"aussi sensible"|"Château"|"Non"|"Nous sommes à 3 mètres de la limite du couloir du plan de gêne sonore ..autant vous dire que les avions qui décollent ne sont pas à 3 mètres près..et que malheureusement 1 avion sur 3 passe au dessus de notre maison ...Que faire ????"
"299"|"22283105"|"10/06/2024 - 13:06"|"10/06/2024 - 13:06"|"10/06/2024 - 13:06"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"55-64"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|""
"300"|"22283287"|"10/06/2024 - 13:15"|"10/06/2024 - 13:15"|"10/06/2024 - 13:15"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|""
"301"|"22283376"|"10/06/2024 - 13:21"|"10/06/2024 - 13:21"|"10/06/2024 - 13:21"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|"Le décollage des avions dès 6h du matin le week-end est vraiment pénible.
Un couvre-feu jusqu'à 7h du matin ne serait pas de trop"
"302"|"22283546"|"10/06/2024 - 13:29"|"10/06/2024 - 13:29"|"10/06/2024 - 13:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|"Je ne comprends pas que le quartier Hôtel de Ville ne soit pas dans le plan de gêne sonore. 
Le avions volent bas a cet endroit et sont très bruyants."
"303"|"22283564"|"10/06/2024 - 13:30"|"10/06/2024 - 13:30"|"10/06/2024 - 13:30"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"Château"|"Non"|""
"304"|"22283661"|"10/06/2024 - 13:34"|"10/06/2024 - 13:34"|"10/06/2024 - 13:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"La Blordière"|""|""
"305"|"22283773"|"10/06/2024 - 13:38"|"10/06/2024 - 13:38"|"10/06/2024 - 13:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|""
"306"|"22283907"|"10/06/2024 - 13:43"|"10/06/2024 - 13:43"|"10/06/2024 - 13:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"40-54"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|"Le bruit des avions est beaucoup plus supportable que les rodéos de motos et de scooters qui démarrent dès 17h chaque soir de beau temps !!"
"307"|"22283973"|"10/06/2024 - 13:46"|"10/06/2024 - 13:46"|"10/06/2024 - 13:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"beaucoup plus sensible"|"Rezé-Hôtel de ville"|"Oui"|"Beaucoup d'avions entre 21h et 23h30 avec des fois 5 minutes entre chaque. Dans la nuit du 8 au 9 juin vers 1h ou 1h30 j'ai encore entendu un avion "
"308"|"22283988"|"10/06/2024 - 13:46"|"10/06/2024 - 13:46"|"10/06/2024 - 13:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Les avions décollent trop tôt le matin "
"309"|"22284071"|"10/06/2024 - 13:49"|"10/06/2024 - 13:49"|"10/06/2024 - 13:49"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|""
"310"|"22284142"|"10/06/2024 - 13:52"|"10/06/2024 - 13:52"|"10/06/2024 - 13:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"un peu plus sensible"|"Rezé-Hôtel de ville"|"Oui"|"Rue Bachelier à Rezé, nous entendons en effet très bien les avions, davantage quand il fait beau, quand on vit dehors avec la fenêtre ouverte. Personnellement, c'est un choix que nous avons fait, nous préférons entendre les avions que les voitures en continu du périph. Par ailleurs, je fais partie des personnes qui ont activement milité il y a quelques années pour le non transfert de l'aéroport à NDDL, pour préserver le bocage, je pense qu'il était plus opportun que l'aéroport reste à sa place. Je n'ai pas pris l'avion moi-même depuis sept ans pour des raisons environnementales. Au vu du contexte de changement climatique, on se dit et on espère que peut-être un jour il y aura moins d'avions. Que la majorité des personnes se plaignant du bruit se questionnent sur leur propre rapport à l'avion / usage de l'avion serait intéressant…  "
"311"|"22284643"|"10/06/2024 - 14:09"|"10/06/2024 - 14:09"|"10/06/2024 - 14:09"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"beaucoup plus sensible"|"Château"|"Non"|""
"312"|"22284889"|"10/06/2024 - 14:17"|"10/06/2024 - 14:17"|"10/06/2024 - 14:17"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"25-39"|"un peu moins sensible"|"Ragon"|"Non"|"Nous sommes sur la ligne de décollage et sommes de plus en plus impactés par le bruit. Mes filles sont réveillées dès 6h le matin."
"313"|"22285122"|"10/06/2024 - 14:25"|"10/06/2024 - 14:25"|"10/06/2024 - 14:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|"Il y a plus d’avions qui décolle le matin dès 6 heure ! Et c’est pareil le soir à 23h. "
"314"|"22285138"|"10/06/2024 - 14:25"|"10/06/2024 - 14:25"|"10/06/2024 - 14:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Moyennement"|"un homme"|"65-79"|"aussi sensible"|"La Houssais"|"Non"|"Bruits des avions très puissant "
"315"|"22285196"|"10/06/2024 - 14:28"|"10/06/2024 - 14:28"|"10/06/2024 - 14:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Les changements de couloir aérien ont fortement impactés notre quotidien, avec des passages très proches de notre habitation contrairement à encore récemment
De plus, le rythme très important des décollages entre 6h et 7h du matin (jusqu'à 15 voir 20 passages en moins d'une heure au plus fort au dessus de nous) empêche d'espérer dormir à partir de 6h du matin.
La fatigue qui en découle est importante et nous la ressentons de plus en plus fortement avec une inquiétude pour notre santé et celle de notre enfant"
"316"|"22285788"|"10/06/2024 - 14:44"|"10/06/2024 - 14:44"|"10/06/2024 - 14:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"La Blordière"|"Non"|"C'est surtout après 23h et Avant 7H30 que ça pose problème"
"317"|"22285902"|"10/06/2024 - 14:47"|"10/06/2024 - 14:47"|"10/06/2024 - 14:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"40-54"|"beaucoup plus sensible"|"Autre"|"Non"|""
"318"|"22286123"|"10/06/2024 - 14:54"|"10/06/2024 - 14:54"|"10/06/2024 - 14:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"65-79"|"un peu plus sensible"|"La Houssais"|"Oui"|"En retraite depuis peu, je ne peux apprécier un sommeil réparateur car le bruit des avions dés 06 h 05 le matin et pendant pas mal de temps, font que cela me réveil, sans compter que certains vol de nuit en dehors des créneaux font qu'il empêche aussi de se reposer. Il y a aussi par moment des odeurs de kérosène ou autre peu après leur passage. J'avais investi dans l'acquisition d'une maison dans la ""perspective"" du déplacement de l'aéroport, mais malgré un référendum local, le gouvernement étant passé par la,  Emmanuel Macron et Édouard Philippe non pas respecter le résultat et abandonner le projet de délocalisation. En espérant qu'aucun drame ne survienne au dessus de l'agglomération nantaise comme en 1973 à la planche. Bonne réception"
"319"|"22286301"|"10/06/2024 - 15:00"|"10/06/2024 - 15:00"|"10/06/2024 - 15:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"Rezé-Hôtel de ville"|""|""
"320"|"22286419"|"10/06/2024 - 15:05"|"10/06/2024 - 15:05"|"10/06/2024 - 15:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"La Houssais"|"Non"|""
"321"|"22286837"|"10/06/2024 - 15:19"|"10/06/2024 - 15:19"|"10/06/2024 - 15:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Autre"|"Non"|"Très souvent horaires tardifs au décollage. 
Hors zone aéroport (trocardiere) mais les avions passent au dessus de la maison.
Obligation de faire poser des ouvertures normes aéroport à nos frais pour un confort acoustique dans la maison."
"322"|"22287174"|"10/06/2024 - 15:30"|"10/06/2024 - 15:30"|"10/06/2024 - 15:30"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Pas du tout"|"une femme"|"40-54"|"un peu plus sensible"|"Autre"|"Oui"|""
"323"|"22287702"|"10/06/2024 - 15:46"|"10/06/2024 - 15:46"|"10/06/2024 - 15:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"55-64"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Je supporte mieux que lorsque je vais dans ma famille à st Aignan de grand lieu "
"324"|"22288350"|"10/06/2024 - 16:05"|"10/06/2024 - 16:05"|"10/06/2024 - 16:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"325"|"22288540"|"10/06/2024 - 16:11"|"10/06/2024 - 16:11"|"10/06/2024 - 16:11"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"55-64"|"un peu moins sensible"|"La Houssais"|"Non"|""
"326"|"22288590"|"10/06/2024 - 16:13"|"10/06/2024 - 16:13"|"10/06/2024 - 16:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"beaucoup plus sensible"|"La Houssais"|"Oui"|"Plus aucun couloir aérien n’est respecté ni même les horaires. Les avions volent de plus en plus bas ce qui entraîne de plus fortes nuisances. Nous sommes réveillés en pleine nuit car le couvre feu n’est pas respecté "
"327"|"22289018"|"10/06/2024 - 16:26"|"10/06/2024 - 16:26"|"10/06/2024 - 16:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Pas du tout"|"une femme"|"40-54"|"un peu plus sensible"|"Ragon"|"Non"|""
"328"|"22289062"|"10/06/2024 - 16:27"|"10/06/2024 - 16:27"|"10/06/2024 - 16:27"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"plus de 80 ans"|"un peu plus sensible"|"Pont-Rousseau"|"Oui"|""
"329"|"22289464"|"10/06/2024 - 16:41"|"10/06/2024 - 16:41"|"10/06/2024 - 16:41"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|""
"330"|"22289528"|"10/06/2024 - 16:43"|"10/06/2024 - 16:43"|"10/06/2024 - 16:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"40-54"|"un peu moins sensible"|"Château"|"Non"|"Gêne éprouvée lorsqu’on est en intérieur avec fenêtres ouvertes ou bien en extérieur : on arrête de parler lorsque les avions décollent car on ne s’entend pas (j’habite à environ 30m de la zone III)"
"331"|"22289540"|"10/06/2024 - 16:43"|"10/06/2024 - 16:43"|"10/06/2024 - 16:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Oui"|""
"332"|"22289844"|"10/06/2024 - 16:54"|"10/06/2024 - 16:54"|"10/06/2024 - 16:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"65-79"|"beaucoup plus sensible"|"La Houssais"|"Non"|"Bruit insupportable 
Fenêtres ouvertes on ne s’entend plus parler 
Dans le jardin il y a parfois des odeurs de gaz brûlé "
"333"|"22289861"|"10/06/2024 - 16:54"|"10/06/2024 - 16:54"|"10/06/2024 - 16:54"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Oui"|"Le bruit des avions me réveille systématiquement à 6h15. C’est très nuisible pour mon sommeil.
J’ai par ailleurs la sensation que le couvre-feu n’est pas respecté "
"334"|"22289880"|"10/06/2024 - 16:55"|"10/06/2024 - 16:55"|"10/06/2024 - 16:55"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|""|"une femme"|"25-39"|"aussi sensible"|"Autre"|"Oui"|"Je vois et j’entends les avions passez mais on s’habitue aux bruits sa devient normal , et on est bien content de prendre l’avion quand on pars en vacances . Les gens veulent le beurre l’argent du beurre et la crémière et sans payer ! "
"335"|"22290716"|"10/06/2024 - 17:22"|"10/06/2024 - 17:22"|"10/06/2024 - 17:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"55-64"|"un peu plus sensible"|"La Blordière"|"Non"|"Je trouve qu’il y a de plus en plus d’avions et que le bruit est de plus en plus fort. Le matin dès 6:00 c’est un ballet incessant (quartier saint Paul) et le soir souvent jusqu’à autour de minuit. La gêne est vraiment croissante."
"336"|"22290774"|"10/06/2024 - 17:24"|"10/06/2024 - 17:24"|"10/06/2024 - 17:24"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"25-39"|"un peu plus sensible"|"La Houssais"|"Non"|""
"337"|"22291016"|"10/06/2024 - 17:32"|"10/06/2024 - 17:32"|"10/06/2024 - 17:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"65-79"|"beaucoup moins sensible"|"Trentemoult-les Isles"|"Oui"|"Beaucoup de désagréments l'été trop d'avions dans la journée"
"338"|"22291224"|"10/06/2024 - 17:41"|"10/06/2024 - 17:41"|"10/06/2024 - 17:41"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Sortir dans ma terrasse s’avère très compliqué car on arrive pas à s’écouter lors du passage des avions. Le matin à 6h le bruit est très gênant car tous le matin je suis réveillé à la même heure à cause du décollage des avions, j’en ai marre !"
"339"|"22291962"|"10/06/2024 - 18:13"|"10/06/2024 - 18:13"|"10/06/2024 - 18:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"40-54"|"aussi sensible"|"Autre"|"Non"|""
"340"|"22292030"|"10/06/2024 - 18:16"|"10/06/2024 - 18:16"|"10/06/2024 - 18:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|""|""|""|""|""|""|"Non"|"Vraiment dérangeants surtout depuis 2 ans
Les avions se sont rapprochés de notre habitation"
"341"|"22292128"|"10/06/2024 - 18:21"|"10/06/2024 - 18:21"|"10/06/2024 - 18:21"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"65-79"|"aussi sensible"|"Ragon"|"Non"|"Nous touchons la zone III du plan sonore. Il y a un an environ, les avions passaient plus loin, vers lew Sorinières, maintenant carrément au-dessus de notre jardin-maison. Les plans de vols ont ils changés ? De plus, les vols sont de plus en plus nombreux."
"342"|"22292208"|"10/06/2024 - 18:25"|"10/06/2024 - 18:25"|"10/06/2024 - 18:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"une femme"|"25-39"|"un peu plus sensible"|"La Houssais"|"Non"|""
"343"|"22292263"|"10/06/2024 - 18:28"|"10/06/2024 - 18:28"|"10/06/2024 - 18:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"65-79"|"aussi sensible"|"La Houssais"|"Oui"|"j habite lotissement de la trocardiere depuis 34 ans. quand je suis dans la maison fenetres fermées et je n ai pas profite de l aide  du changement des fenetres. on y prete pas attention. ya pu beaucoup de tolérance. y a quen été dans le jardin qu on les entend bien sûr  et c est generalement les invites qui le remarque. moi ça me fait rever"
"344"|"22292405"|"10/06/2024 - 18:35"|"10/06/2024 - 18:35"|"10/06/2024 - 18:35"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"25-39"|"aussi sensible"|"Château"|"Non"|"Le bruit aérien est une contrainte, une gêne, une nuisance qui perturbe notre quotidien et surtout notre sommeil. 
Les avions survolent notre habitation en pleine nuit quotidiennement malgré une interdiction de vol entre minuit et 6h. Notre habitation n’est pas concernée par le plan de gêne sonore et malheureusement nous subissons autant que les autres habitations pouvant bénéficier d’aides pour l’isolation phonique…"
"345"|"22292443"|"10/06/2024 - 18:37"|"10/06/2024 - 18:37"|"10/06/2024 - 18:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"Pont-Rousseau"|"Oui"|"Le bruit des avions est de plus en plus fort et les horaires deviennent de plus en plus abusifs matin,nuit ,week-end. 
Les avions semblent voler plus bas aussi. Cela devient un.gtos point sur la qualité de vie rezéenne.  Cordialement "
